Code,Item #,Type #,Type,English,Japanese,Alt,Spanish,French,German,Italian
56F2,1054,20,Items,Chronocrystal,ときのすいしょう,,Cronocristal,Chronocristal,Chronokristall,Cronocristallo
565F,1055,20,Items,Agate of evolution,しんかのひせき,,Gemolución,Agate d'évolution,Achat der Evolution,Gemma dell'evoluzione
56F3,1056,20,Items,Red orb,レッドオーブ,,Orbe rojo,Orbe rouge,Rote Kugel,Globo rosso
56F4,1057,20,Items,Blue orb,ブルーオーブ,,Orbe azul,Orbe bleu,Blaue Kugel,Globo azzurro
56F5,1058,20,Items,Yellow orb,イエローオーブ,,Orbe amarillo,Orbe jaune,Gelbe Kugel,Globo giallo
56F6,1059,20,Items,Green orb,グリーンオーブ,,Orbe verde,Orbe vert,Grüne Kugel,Globo verde
56F7,1060,20,Items,Purple orb,パープルオーブ,,Orbe púrpura,Orbe violet,Lila Kugel,Globo viola
56F8,1061,20,Items,Silver orb,シルバーオーブ,,Orbe de plata,Orbe argent,Silberne Kugel,Globo d'argento
56F9,1062,20,Items,‘Swordcraft in Summary’,剣の秘伝書,,“Maestrillo de esgrima”,L'Épée en Résumé,Schwerter-Summarium,Teoria della spada
56FA,1063,20,Items,‘Clear Spear Theory’,ヤリの秘伝書,,“Lanza para todos”,Leçons de Lance,Mehr über den Speer,Lezioni di lancia
56FB,1064,20,Items,‘Knifing Know-How’,短剣の秘伝書,,“Acuchillar y cantar”,Pratique du poignard,Besser mit dem Messer,Coltelli 
56FC,1065,20,Items,‘Wands and Beyond’,杖の秘伝書,,“El señor de las varitas”,L'Art de la Baguette,Stäbe für Spezialisten,Magia della bacchetta
56FD,1066,20,Items,‘Working with Whips’,ムチの秘伝書,,“Las crónicas del látigo”,Fouet Facile,Peitschen für Profis,Fantastiche fruste
56FE,1067,20,Items,‘Staff Studies’,棍の秘伝書,,“El báculo del poder”,Bases du Bâton,Stock-Studien,Tutto sul bastone
56FF,1068,20,Items,‘The Core of the Claw’,ツメの秘伝書,,“Agarralipsis now”,Techniques de Griffes,Klauen für Könner,Guida all'artiglio
5700,1069,20,Items,‘Further Fanmanship’,おうぎの秘伝書,,“Un abanico de ideas”,L'Éventail Avancé,Fächer für Fachleute,Passione per il ventaglio
5701,1070,20,Items,‘Advanced Axecraft’,オノの秘伝書,,“Hachechinato”,La Hache Inspirée,Texte über Äxte,Scienza dell'ascia
5702,1071,20,Items,‘Hardcore Hammering’,ハンマーの秘伝書,,“No sin mi martillo”,Marteaux des Masses,Wo der Hammer hängt,Manuale del martello
5703,1072,20,Items,‘The Boomerang Bible’,ブーメランの秘伝書,,“Biblia del bumerán”,Retour sur le Boomerang,Der große Wurf,Bibbia del boomerang
5704,1073,20,Items,‘Archery for the Adept’,弓の秘伝書,,“El código del arco”,Triomphe de l'Arc,Pfeile mit Weile,Obiettivo sull'arco
5705,1074,20,Items,‘Fearsome Fisticuffing’,素手の秘伝書,,“Puños a puñados”,Combat aux Poings,Fibel der Fäuste,A mani nude
5706,1075,20,Items,‘Secrets of the Shield’,盾の秘伝書,,“Cómo escudarse”,"Boucliers, le b.a.-ba",Hinter dem Schilde,Scudo segreto
5707,1076,20,Items,‘Warrior's Workbook’,戦士の秘伝書,,“El camino del guerrero”,Guide du Guerrier,Krieger-Kodex,Manuale del Guerriero
5708,1077,20,Items,‘Priest's Primer’,そうりょの秘伝書,,“Misal de sacerdote”,Recueil du Prêtre,Priester-Psalter,Segreti del Sacerdote
5709,1078,20,Items,‘Mage's Manual’,まほうつかいの書,,“Magia potagia”,Manuel du Mage,Zauberer-Zitatenschatz,Trattato del Mago
570A,1079,20,Items,‘Martial Artist's Manual’,ぶとうかの秘伝書,,“Consejos marciales”,Index des Arts martiaux,Kampfkunst-Konvolut,Astuzia del Lottatore
570B,1080,20,Items,‘Thief's Theory’,とうぞくの秘伝書,,“El arte de robar”,Vérités du Voleur,Diebes-Dossier,Pergamena del Ladro
570C,1081,20,Items,‘Minstrel's Manual’,旅芸人の秘伝書,,“Juglar juglando”,Traité du Troubadour,Barden-Bibel,ABC del Clown
570D,1082,20,Items,‘Gladiator's Guide’,バトルマスターの書,,“Guía del gladiador”,Bible du Gladiateur,Gladiator-Grundwerk,Guida del Gladiatore
570E,1083,20,Items,‘Paladin's Primer’,パラディンの秘伝書,,“Breviario de paladines”,Précis du Paladin,Paladin-Pergament,Prontuario del Paladino
570F,1084,20,Items,‘Armamentalist's Album’,魔法戦士の秘伝書,,“Lista armamentalista”,ABC de l'Armagicien,Schwertmagier-Schrift,Testo del Maestro d'armi
5710,1085,20,Items,‘Ranger's Revelations’,レンジャーの秘伝書,,“Montaraz sagaz”,Révélations du Ranger,Waldläufer-Wegweiser,Scritti dell'Esploratore
5711,1086,20,Items,‘Sage's Scripture’,けんじゃの秘伝書,,“Vademécum del sabio”,Ouvrage du Sage,Weisen-Wälzer,Memorie del Saggio
5712,1087,20,Items,‘Luminary's Lore’,スーパースターの書,,“Cómo ser una estrella”,Livre de la Sommité,Koryphäen-Kompendium,Copione dell'Artista
566D,1088,20,Items,MIMIC STONE,ミミックの石,,PIEDRA MIMÉTICA,PIERRE D'IMITATION,IMITATORSTEIN,PIETRA IMITATRICE
566E,1089,20,Items,BLARNEY STONE,ぜんめつの石,,PIEDRA CHARLATANA,PIERRE DE BONIMENT,BLARNEYSTEIN,PIETRA ADULATRICE
